text,label
wag poe certified makati kamay,2
presidente duterte,2
vp cayetano url,0
magiyak pag nalagpasan roxas si duterte tunay dayaan yun dayaang matuwid sorry sorry,1
makalait naman kayo kay binay kala puputi terrible politician let give make fun skin color wrong,0
seriously mar roxas needs makeover olivia pope notice,1
trillanes binay roxas next step nyo anong kaso nanaman haaay url,1
binay ad tv really fcks damn miss cable tv wow bratty,1
humahabol go poe yung kandidato basta wag lang manalo c du number url,0
vice president jejomar binay answers mike enriquez questions wanted president still airing gma tutok lang kapuso username username,0
sc asked declare illegal vp binay ’ leadership boy scout philippines url via gma news,0
democracy ba diktahan boboto iboto dba yan mar roxas p noy yan ba democracy sinasabi nyo,1
ewan ba jan kay binay tinatawag nognog nilalait lang,1
username ganyan kase makati kesa naman kay mar roxas bigti talaga pag nangyare yun,0
binay bucks proposed number percent vat url username url,0
mar roxas grabe galawan mo lang manalo siraan mo davao pwes magsasayang lang pera di ... url,0
weighing character career preparation competence presidential candidates chosen mar roxas number,0
mar roxas win honest election,0
putangina lang political ad binay nakakaumay,1
mar roxas deserve number nd miriam wake people u voting mar miriam url,1
rt username note mar roxas rejects leni robredo house bill cannot make sh url,1
username napansin lugar halos bumoto kay binay poe ro ro de cay dut bbm roxas robredo,0
nakakatakot yung idea susunod pangulo si mar si binay ... pano sambayanang pilipino,1
binay steal people money mamatay man god sure ba,1
imagine trillanes mar poe took fall maybe gap big maybe could better shot civilized society,0
senator trillanes pwns vp binay trillanes shows proof binay ad false watch trillanes takes binay url,0
campaign stretches makes clearer stand evil friends politics ph binay url,1
binay camp calls senate report ‘ farce ’ url username url,0
martyr si mar roxas bang mawala sakanya si korina sanchez mailigtas bayan,0
think grace poe heed mar roxas call back presidential fisticuffs mar roxas grace poe,0
president aquino mar roxas shown us true enemies democracy,0
daniel padilla poses questions mar roxas url,0
early next year kukuha talaga pang fender telecaster tandaan mo yan binay tang ina mo,1
akala mo aping api nairita lalaitin magmukhang kawawa wag binay lang bwisit,1
username di hahadlangan vp binay bagay mkakatulong pra mihirap nting kbabayan binay mag aangat tacloban,0
news duterte doubts binay,2
disclose bank accounts,2
armando b fenequito jr,2
let davao ... url,0
dun maiitim ramdam binay mabuhay nognog nognog nagawa ha mmkbff twins,1
yung ad mar binay jusko nakakaasar,1
di lang tiningnan yung partial unofficial count nakakalungkot lang sina roxas binay miriam,0
mar noy vs binay erap ... juicecolored wanna live country anymore ha,1
username username rin matitibag suporta kay vp binay lang lang,2
binay,0
understand miriam roxas binay god sake kasi actually kay duterte miriam poe labanan,0
lang pinapaasa si binay lang vp binay president,2
binay priority number ps,0
watch grace poe ’ anti discrimination violence women ad spot url,0
mar visited number provinces binay number poe number duterte number miriam one metro manila ... url,0
mmk life story binay poe duterte cge patunayan nyo kayo bias abscbnirresponsible,1
grace poe good roxas good binay good duterte verygood thuglife ggv,0
details vp binay kin pals assets bank transactions tom issue inquirer,0
username sana si binay,0
signs point sure victory vice president jejomar binay batangas url filipino votes via cnn phi …,0
leave,2
binay speechless url,0
think brighter side life regine velasquez vote mar roxas banned ... url,0
desperado talaga si mar roxas pity,1
read judgment carpio morales v ca binay gr number number text majority dissenting opinions follow url,0
alma moreno supporting vp binay unang nakapansin unang tumulong via username,0
bat puro kayo sandro anak naman si binay ah,0
kang si binay huli dinedeny mo,1
username username binabaliktad mo pangbubullu binay eh haha bugnot,1
nog nog sinunog kunu akusasyun wala syan kasalanan mahiya nog nog mu isaisahin natin ninakaw mu vp jojo binay,1
rt username mar roxas started politics url url,0
username username username naman totoo binabato nyo issues kay vp binay e,2
binay mag aangat tacloban,0
mar roxas issue statement tomorrow tuesday number,0
miriam withdraw duterte owrayt url,0
relate mar roxas candidacy sense something prepared waited destiny sorts wanted president,0
cong erice tinawag master trapo si vp binay utang loob matapos mapanood speech vp binay,1
rodrigo duterte vs mar roxas magsasapakan este magsasampalan grace poe vs jejomar binay magbubungaan wanted president debate,1
si binay panay praise panirang panira co candidates wat eff pili pinas debates number,1
p noy vp binay would vote known corrupt official many years government called senate cases ans talk ph,1
binay exploiting class war privileged middle class perpetuates,2
surprised binay wins,1
mar roxas url,0
mean swore binay elected next pres country would accept defeat head shaved bald,1
tama franco kang si binay pbb big tapatan defensive,0
pagnatalo c vp binay makati kalokohan lang nun eh nagkadayaan binay makati san,0
mar roxas black propaganda king galing manira,1
number ateneo number mac belo number sarah geronimo minamahal number gimme number rocks sm manila number binay number 22_number time pht … url,0
honasan binay leading surveys candidate replicate genuity,0
binay answer simple question wtf,1
sana salita kasi pabago sana nag vp nalang miriam santiago duterte number thoughts,0
binay ba si nognog tvc popped tada hatred time high tangina mo nognog,1
mar roxas wrong move ... desperation written face ... merger w grace poe manifestation defeat ...,0
roxas called dialogue poe,2
unite duterte phpolls,2
read url url,0
daw magnanakaw si mar ba pagnanakaw ung gamitin pondo bayan kampanya sagutin mo yan,2
noto mar roxas,1
soul black binay,1
@yannahcdngg username • nog nog • pandak • binay • bes • hokage • love • payatot • n c e r • mc thank youuu,0
username grabe cla kay binay sorry natatawa kc hinilamos eh,2
chill lang,2
vote maine fpp kca,0
mar roxas pwede mawala wala iiyak,1
tindi rin mar eh nagpatama kalaban raw madrama poe nagsisiga sigaan duterte nagnanakaw binay,1
uy si mar roxas nasa tv tulugan magsama kayo korina grabe sya,1
username kasi nakilala si binay,0
rt username nognog eggnog nawng daghag bun og laki ibang planeta yan si binay di alien sya,1
username still analizing hahaha binay,0
duterte santiago huhu fucking confuse president coming elections love though,0
giving false allegations duterte asking poe join party ... wtf desperate moves desperate person ayaw dilaw,1
kala horror commercial campaign ad pala binay ha,1
gen nape ñas endorses vp binay ... url,0
vp binay created fear would investors intensity allegations corruption pilipino username,0
mar roxas like macbeth obsessed powers mura xag buang nalang mupatay xa,1
username mar roxas thank,0
rt username binay grace mar top tv ad spenders number nielsen halalan number url,0
username username username username yung amo mo nga nakipagplastikan lang wala pang nagawang maganda taguig,2
binay,1
pulse grace number binay number mar number pulse vp escudero number marcos number cayetano number leni number trillanes number,0
presidente si mar roxas ipasa number katao mabibigyan tsinelas ... wag kayo yung kapitbahay duralite,0
si tita boto kay mar si lola naman kay binay ba yan,0
kaloka talaga haaay binay lang binay number,0
yung ayaw matulog kasi baka paggising si mar roxas 1_number halalan results,0
need binay prepare cebu debate –una url url,0
eto mar roxas push mo yan,2
aldub number th weeksary,1
mar roxas number number ... url bogo,0
agree position sen poe mayor duterte running make democarcy stronger vibrant choices good,0
pag lumamang survey daang matuwid tiyak yun kurakot matay tao ojt binayaran ph vote roxas roxas robredo,0
okey lang manalo si duterte wag lang si roxas eleksyon number tama,0
number chile,2
number club filipino,2
number kim chiu kris tv,2
number heneral luna,2
number binay,2
number 17_number time pht trndnl url,0
sad charisma needed lift polls carry baggages administration mar roxas,0
tindi mo mar roxas nagtraffic kanto number pinapamigay mo tao,1
wala silang binoto pagka pangulo ngunit lumabas resibo vote counting machine si mar roxas url,0
rt username binay ad stfu,1
beginning stop lp mar roxas thingy url,0
oops mean binay yung nahakot nya pili pinas debates number,1
username nakakalungkot tong si mar roxas desperadong desperado kapangyarihan incompetent naman,1
nov number probinsyano saw tv ads grace poe 2x martin romualdez jojo binay mar roxas epalwatch,0
mean ba nag campaign sortie c binay e mag crash ung airplane heli sinasakyan nya bahay,1
chance put stop rich oligarchs media pati funds ginagamit pang duterte till end url,1
hoy roxas mag fusion kayo poe parang si vegetta goku di mo makukumbinsi di iboto si du number shut lang,1
mar roxas xx daniel padilla url,0
valid reason ba iboto si miriam santiago wala mas pinili mo si poe duterte binay roxas miriam,0
pwede bang duterte santiago lang :-(,0
anu lng ibinabato kay username kasi p noy di baluktot daang matuwid roxas robredo number,0
nakakawala mood tong commercial binay,0
ilagan binay ground warrior lagi syang laman kalye napanatili nya pagiging number username,0
rt username siguro dun ad binay nasusuka suka yon,1
username username username nakakatakot mamuno si roxas kasi tuta rin sya nakaraang administrasyon nag iisip gahaman,1
binay ipagpapatuloy ho natin corruption corruption tangina naiimagine binubugbog binay,1
binay pengeng bente pls url,0
angkinin nyo nalang ho si grace poe tsaka si binay damay nyo si noynoy wag lang si yayadub ha url,0
pakitang tao talaga si vp binay sigh,0
rt username number shades binay netflix ph shows,0
roxas poe mag usap dala food desperate si mar sorry kasi solid ky mayor duterte,1
“ would rather issue citizenship rather plunder corruption ” sen grace poe,0
binay corrupt defensor santiago health issues duterte self destruct mode poe llamanzares puppet roxas incompetent,1
tae di manalo si binay,1
throwback another mar roxas video exposes evidence fit position power url ph vote number,0
binay honasan kick campaign mandaluyong cebuano news live url filipino votes via cnn philippines,0
get point lp especially mar roxas seeking power like srsly mayor duterte even giving sht,1
tv number aksyon mayor estrada sen enrile dumalo maagang birthday celebration vp b inay kahapon url,0
c poe mukhang school principal peg c vp binay infairness ala dalang kodigo,2
pili pinas debates number,0
applause heard throughout binay opening speech,0
username delete mo yun omaygaad ingay mo e binay talagang bata,1
presidente duterte let debate pass without giving binay roxas poe deserve attacking u previous days,1
trending kuya binay ah haha dunno happening think nilalait nya teachers wtf,1
yung natupad tuwid daan mar roxas di nakakalimot sakanya hahaha saklap halalan number,0
sandro &paulo finished brian baste&binay arguing next alma moreno pwede bunutan lang sinong next rp number fanfic,0
kakausapin sana kita kaso mo si binay pag asa bayan,0
eq post says ...,2
binay duterte voting lesser number evils choosing lesser evil still evil url,1
gumagalaw po minions mar roxas guys halalan results,1
username tagal tagal nagpaparamdam tapos gagamitin dahilan yung kay grace poe nako nako,1
hay mar roxas,1
know mar roxas keeps pinpointing faults presidential candidates,0
